Simulation,Precision,Recall,F1 Score,Tool
Gut_Full_Zero,0.0689035350509287,0.3938356164383562,0.11728709841917387,VirSorter2
Soil_Medium_Zero,0.05405405405405406,0.6923076923076923,0.10027855153203344,VirSorter2
Gut_Full_Lognormal,0.05425287356321839,0.4083044982698962,0.09577922077922078,VirSorter2
Soil_Low_Uniform,0.0,0.0,0.0,VirSorter2
Soil_Full_Exponential,0.06644844517184943,0.3780260707635009,0.11302895322939867,VirSorter2
Gut_Full_Uniform,0.052481460353679406,0.42592592592592593,0.09344845099035043,VirSorter2
Gut_Medium_Zero,0.06493506493506493,0.35714285714285715,0.10989010989010989,VirSorter2
Soil_Medium_Halfnormal,0.041189931350114416,0.6666666666666666,0.07758620689655173,VirSorter2
Soil_Medium_Exponential,0.08547008547008547,0.5882352941176471,0.14925373134328357,VirSorter2
Soil_Full_Lognormal,0.06378927324658838,0.38953488372093026,0.10962639760021817,VirSorter2
Soil_Full_Zero,0.06336996336996337,0.3162705667276051,0.10558437595361611,VirSorter2
Gut_Low_Uniform,0.0,0.0,0.0,VirSorter2
Gut_Low_Halfnormal,0.0031545741324921135,1.0,0.006289308176100629,DeepVirFinder
Soil_Full_Halfnormal,0.0038020287330016093,0.5207280080889788,0.0075489398503404345,DeepVirFinder
Gut_Full_Zero,0.004472285613637408,0.5309090909090909,0.008869853131027778,DeepVirFinder
Gut_Low_Lognormal,0.0015220700152207,1.0,0.0030395136778115497,DeepVirFinder
Gut_Low_Exponential,0.005076142131979695,1.0,0.010101010101010102,DeepVirFinder
Soil_Low_Zero,0.000502008032128514,1.0,0.0010035122930255895,DeepVirFinder
Soil_Full_Uniform,0.004126012479496762,0.5252960172228203,0.008187713396474922,DeepVirFinder
Soil_Medium_Halfnormal,0.0016034206306787815,1.0,0.0032017075773746,DeepVirFinder
Soil_Low_Halfnormal,0.0016233766233766235,1.0,0.003241491085899514,DeepVirFinder
Gut_Full_Exponential,0.0030332841449417936,0.5285714285714286,0.0060319530485816765,DeepVirFinder
Soil_Full_Zero,0.005657460116663153,1.0,0.011251266641042663,DeepVirFinder
Soil_Medium_Lognormal,0.0023004110570577366,0.5213675213675214,0.0045806112487797555,DeepVirFinder
Gut_Low_Uniform,0.003278688524590164,1.0,0.006535947712418301,DeepVirFinder
Gut_Medium_Exponential,0.003389830508474576,0.525,0.00673616680032077,DeepVirFinder
Gut_Medium_Halfnormal,0.0033896253253435024,0.5233644859813084,0.006735626653836902,DeepVirFinder
Gut_Full_Halfnormal,0.003047105250012488,0.5285961871750433,0.0060592816274634455,DeepVirFinder
Soil_Low_Uniform,0.001996007984031936,1.0,0.003984063745019919,DeepVirFinder
Gut_Low_Zero,0.0026455026455026454,1.0,0.005277044854881266,DeepVirFinder
Soil_Low_Exponential,0.0029069767441860465,1.0,0.005797101449275362,DeepVirFinder
Gut_Medium_Zero,0.0044705581811214715,0.5223880597014925,0.008865248226950354,DeepVirFinder
Gut_Full_Lognormal,0.0035007389102890227,0.5371747211895911,0.00695614499590815,DeepVirFinder
Soil_Full_Exponential,0.002446456929481952,1.0,0.004880972769309813,DeepVirFinder
Gut_Medium_Lognormal,0.001983681413279437,0.53,0.003952569169960474,DeepVirFinder
Soil_Medium_Zero,0.0015317544479792624,1.0,0.0030588235294117644,DeepVirFinder
Soil_Medium_Exponential,0.0037605072998082877,0.5204081632653061,0.00746705710102489,DeepVirFinder
Gut_Full_Uniform,0.002788932071427649,0.5236363636363637,0.0055483133512711676,DeepVirFinder
Soil_Low_Lognormal,0.0005327650506126798,1.0,0.0010649627263045794,VirFinder
Gut_Low_Exponential,0.003937007874015748,1.0,0.00784313725490196,VirFinder
Gut_Medium_Uniform,0.007318224740321058,1.0,0.014530114834778535,VirFinder
Soil_Low_Uniform,0.001996007984031936,1.0,0.003984063745019919,VirFinder
Gut_Full_Exponential,0.0030332841449417936,0.5068493150684932,0.0060304783636215475,VirFinder
Gut_Low_Uniform,0.003278688524590164,1.0,0.006535947712418301,VirFinder
Soil_Full_Lognormal,0.004649067483557077,0.5088757396449705,0.009213956644405557,VirFinder
Gut_Full_Zero,0.004472285613637408,0.5104895104895105,0.008866890363329941,VirFinder
Gut_Low_Halfnormal,0.0031545741324921135,1.0,0.006289308176100629,VirFinder
Soil_Low_Exponential,0.0029069767441860465,1.0,0.005797101449275362,VirFinder
Soil_Full_Zero,0.005084399167162404,0.5060129509713228,0.010067639074218931,VirFinder
Soil_Full_Exponential,0.0052108603256545115,0.5094876660341556,0.010316210089522418,VirFinder
Gut_Low_Lognormal,0.0015220700152207,1.0,0.0030395136778115497,VirFinder
Soil_Low_Zero,0.000502008032128514,1.0,0.0010035122930255895,VirFinder
Soil_Full_Uniform,0.004126012479496762,0.5091288471570161,0.00818568762711509,VirFinder
Gut_Medium_Lognormal,0.001983681413279437,1.0,0.003959508423293862,VirFinder
Soil_Medium_Exponential,0.0037605072998082877,1.0,0.0074928377286417385,VirFinder
Gut_Medium_Halfnormal,0.0033896253253435024,1.0,0.006756349158472582,VirFinder
Gut_Full_Lognormal,0.0035007389102890227,0.511504424778761,0.00695388539323139,VirFinder
Gut_Full_Uniform,0.002788932071427649,0.5100354191263282,0.005547529615718001,VirFinder
Soil_Full_Halfnormal,0.0038020287330016093,0.5053974484789009,0.007547280414440951,VirFinder
Soil_Medium_Uniform,0.0034918076819769003,1.0,0.006959314775160599,VirFinder
Soil_Medium_Lognormal,0.0023004110570577366,1.0,0.004590262623222214,VirFinder
Gut_Medium_Exponential,0.003389830508474576,1.0,0.006756756756756757,VirFinder
Soil_Medium_Zero,0.0015317544479792624,1.0,0.0030588235294117644,VirFinder
Gut_Medium_Zero,0.0044705581811214715,0.5109489051094891,0.008863564419119974,VirFinder
Soil_Low_Halfnormal,0.0016233766233766235,1.0,0.003241491085899514,VirFinder
Soil_Medium_Halfnormal,0.0016034206306787815,0.5094339622641509,0.0031967795406109404,VirFinder
Gut_Full_Halfnormal,0.003047105250012488,0.5091819699499165,0.006057957773054999,VirFinder
Gut_Low_Zero,0.0026455026455026454,1.0,0.005277044854881266,VirFinder
Gut_Medium_Halfnormal,0.1111111111111111,0.16071428571428573,0.1313868613138686,Vibrant
Gut_Full_Lognormal,0.11669658886894076,0.22491349480968859,0.1536643026004728,Vibrant
Gut_Medium_Lognormal,0.04838709677419355,0.11320754716981132,0.06779661016949154,Vibrant
Soil_Medium_Exponential,0.14432989690721648,0.27450980392156865,0.18918918918918917,Vibrant
Soil_Medium_Uniform,0.1,0.07692307692307693,0.08695652173913043,Vibrant
Gut_Full_Uniform,0.10693069306930693,0.25,0.14979195561719835,Vibrant
Soil_Full_Halfnormal,0.1377551020408163,0.20970873786407768,0.16628175519630484,Vibrant
Soil_Medium_Zero,0.15625,0.38461538461538464,0.22222222222222224,Vibrant
Soil_Medium_Lognormal,0.1118421052631579,0.2786885245901639,0.1596244131455399,Vibrant
Gut_Medium_Exponential,0.16304347826086957,0.23809523809523808,0.1935483870967742,Vibrant
Soil_Low_Halfnormal,0.0,0.0,0.0,Vibrant
Soil_Medium_Halfnormal,0.07079646017699115,0.2962962962962963,0.1142857142857143,Vibrant
Gut_Full_Halfnormal,0.10865874363327674,0.2098360655737705,0.14317673378076065,Vibrant
Gut_Low_Zero,0.0,0.0,0.0,Vibrant
Gut_Medium_Zero,0.1839080459770115,0.22857142857142856,0.20382165605095545,Vibrant
Gut_Medium_Uniform,0.47058823529411764,0.25806451612903225,0.3333333333333333,Vibrant
Soil_Low_Uniform,0.0,0.0,0.0,Vibrant
Soil_Low_Lognormal,0.0,0.0,0.0,Vibrant
Gut_Low_Exponential,0.0,0.0,0.0,Vibrant
Soil_Full_Lognormal,0.15169366715758467,0.1996124031007752,0.1723849372384937,Vibrant
Gut_Full_Exponential,0.1404109589041096,0.36936936936936937,0.20347394540942929,Vibrant
Gut_Low_Uniform,0.0,0.0,0.0,Vibrant
Soil_Low_Exponential,0.0,0.0,0.0,Vibrant
Gut_Full_Zero,0.14692982456140352,0.22945205479452055,0.17914438502673796,Vibrant
Soil_Low_Zero,0.0,0.0,0.0,Vibrant
Soil_Full_Uniform,0.14436387607119314,0.22438524590163936,0.17569193742478942,Vibrant
Soil_Full_Zero,0.1619496855345912,0.1882998171846435,0.17413355874894335,Vibrant
Soil_Full_Exponential,0.13989637305699482,0.2011173184357542,0.1650114591291062,Vibrant
Gut_Low_Lognormal,0.0,0.0,0.0,Vibrant
Gut_Full_Uniform,0.17073170731707318,0.016203703703703703,0.02959830866807611,Kraken2
Soil_Low_Lognormal,0.0,0.0,0.0,Kraken2
Gut_Low_Uniform,0.0,0.0,0.0,Kraken2
Gut_Medium_Lognormal,0.0,0.0,0.0,Kraken2
Gut_Low_Zero,0.0,0.0,0.0,Kraken2
Gut_Medium_Uniform,0.0,0.0,0.0,Kraken2
Gut_Full_Zero,0.13636363636363635,0.010273972602739725,0.01910828025477707,Kraken2
Soil_Medium_Halfnormal,0.0,0.0,0.0,Kraken2
Soil_Full_Uniform,0.11764705882352941,0.004098360655737705,0.007920792079207921,Kraken2
Soil_Medium_Lognormal,0.0,0.0,0.0,Kraken2
Soil_Full_Halfnormal,0.21621621621621623,0.015533980582524271,0.02898550724637681,Kraken2
Soil_Full_Zero,0.2631578947368421,0.009140767824497258,0.0176678445229682,Kraken2
Soil_Low_Zero,0.0,0.0,0.0,Kraken2
Soil_Low_Exponential,0.0,0.0,0.0,Kraken2
Gut_Full_Exponential,0.14285714285714285,0.009009009009009009,0.01694915254237288,Kraken2
Gut_Medium_Zero,0.0,0.0,0.0,Kraken2
Soil_Low_Halfnormal,0.0,0.0,0.0,Kraken2
Gut_Full_Halfnormal,0.08333333333333333,0.006557377049180328,0.0121580547112462,Kraken2
Soil_Medium_Exponential,0.0,0.0,0.0,Kraken2
Soil_Full_Lognormal,0.3125,0.009689922480620155,0.018796992481203006,Kraken2
Gut_Full_Lognormal,0.0625,0.0034602076124567475,0.006557377049180329,Kraken2
Soil_Full_Exponential,0.21428571428571427,0.00558659217877095,0.01088929219600726,Kraken2
Soil_Medium_Zero,0.0,0.0,0.0,Kraken2
Soil_Medium_Uniform,0.0,0.0,0.0,Kraken2
Soil_Low_Uniform,0.0,0.0,0.0,Kraken2
Gut_Medium_Exponential,0.0,0.0,0.0,Kraken2
Gut_Medium_Halfnormal,0.0,0.0,0.0,Kraken2
Gut_Low_Exponential,0.0,0.0,0.0,Kraken2
Gut_Low_Halfnormal,0.0,0.0,0.0,Kraken2
Gut_Low_Lognormal,0.0,0.0,0.0,Kraken2
Soil_Low_Lognormal,0.0,0.0,0.0,VirSorter
Gut_Low_Exponential,0.0,0.0,0.0,VirSorter
Gut_Medium_Uniform,0.25,0.16129032258064516,0.19607843137254902,VirSorter
Soil_Low_Uniform,0.0,0.0,0.0,VirSorter
Gut_Full_Exponential,0.14285714285714285,0.23873873873873874,0.17875210792580098,VirSorter
Gut_Low_Uniform,0.0,0.0,0.0,VirSorter
Soil_Full_Lognormal,0.14375,0.13372093023255813,0.13855421686746988,VirSorter
Gut_Full_Zero,0.16,0.1780821917808219,0.16855753646677474,VirSorter
Gut_Low_Halfnormal,0.0,0.0,0.0,VirSorter
Soil_Low_Exponential,0.0,0.0,0.0,VirSorter
Soil_Full_Zero,0.17758985200845667,0.15356489945155394,0.16470588235294117,VirSorter
Soil_Full_Exponential,0.1596153846153846,0.15456238361266295,0.15704824976348153,VirSorter
Gut_Low_Lognormal,0.0,0.0,0.0,VirSorter
Soil_Low_Zero,0.0,0.0,0.0,VirSorter
Soil_Full_Uniform,0.1690929451287794,0.15471311475409835,0.1615837346174425,VirSorter
Gut_Medium_Lognormal,0.08333333333333333,0.09433962264150944,0.08849557522123894,VirSorter
Soil_Medium_Exponential,0.06666666666666667,0.09803921568627451,0.07936507936507937,VirSorter
Gut_Medium_Halfnormal,0.11363636363636363,0.08928571428571429,0.1,VirSorter
Gut_Full_Lognormal,0.1226158038147139,0.15570934256055363,0.13719512195121952,VirSorter
Gut_Full_Uniform,0.12,0.1736111111111111,0.14191106906338694,VirSorter
Soil_Full_Halfnormal,0.15753424657534246,0.13398058252427184,0.14480587618048266,VirSorter
Soil_Medium_Uniform,0.0,0.0,0.0,VirSorter
Soil_Medium_Lognormal,0.08791208791208792,0.26229508196721313,0.13168724279835392,VirSorter
Gut_Medium_Exponential,0.18055555555555555,0.20634920634920634,0.1925925925925926,VirSorter
Soil_Medium_Zero,0.21052631578947367,0.3076923076923077,0.25,VirSorter
Gut_Medium_Zero,0.24324324324324326,0.12857142857142856,0.16822429906542052,VirSorter
Soil_Low_Halfnormal,0.0,0.0,0.0,VirSorter
Soil_Medium_Halfnormal,0.043010752688172046,0.14814814814814814,0.06666666666666667,VirSorter
Gut_Full_Halfnormal,0.10677083333333333,0.13442622950819672,0.11901306240928881,VirSorter
Gut_Low_Zero,0.0,0.0,0.0,VirSorter
