Simulation,Precision,Recall,F1 Score,Tool
Gut_Full_Exponential,0.24853801169590642,0.8585858585858586,0.3854875283446712,VirBrant_Proteins
Soil_Full_Zero,0.3055555555555556,0.8165938864628821,0.44470868014268733,VirBrant_Proteins
Gut_Low_Lognormal,0.9230769230769231,0.9230769230769231,0.9230769230769231,VirBrant
Soil_Full_Halfnormal,0.6914285714285714,0.9166666666666666,0.7882736156351791,VirBrant
Gut_Full_Zero,0.6419213973799127,0.7945945945945946,0.7101449275362318,VirBrant
Gut_Full_Uniform,0.5344827586206896,0.808695652173913,0.6435986159169549,VirBrant
Gut_Full_Halfnormal,0.6603053435114504,0.8522167487684729,0.7440860215053763,VirBrant
Gut_Low_Uniform,0.9230769230769231,0.9230769230769231,0.9230769230769231,VirBrant
Gut_Medium_Uniform,0.8032786885245902,0.7,0.7480916030534351,VirBrant
Soil_Full_Exponential,0.6085714285714285,0.8623481781376519,0.7135678391959799,VirBrant
Soil_Low_Zero,0.75,0.9230769230769231,0.8275862068965517,VirBrant
Gut_Low_Zero,0.9230769230769231,0.9230769230769231,0.9230769230769231,VirBrant
Soil_Low_Lognormal,0.8,0.9230769230769231,0.8571428571428571,VirBrant
Soil_Medium_Lognormal,0.5247524752475248,0.803030303030303,0.6347305389221557,VirBrant
Gut_Medium_Zero,0.7049180327868853,0.86,0.7747747747747747,VirBrant
Gut_Medium_Halfnormal,0.8108108108108109,0.7692307692307693,0.7894736842105263,VirBrant
Gut_Full_Lognormal,0.6228070175438597,0.8160919540229885,0.7064676616915422,VirBrant
Gut_Low_Halfnormal,0.9230769230769231,0.9230769230769231,0.9230769230769231,VirBrant
Gut_Full_Exponential,0.660377358490566,0.8838383838383839,0.7559395248380131,VirBrant
Soil_Full_Zero,0.6543624161073825,0.851528384279476,0.7400379506641366,VirBrant
Soil_Medium_Exponential,0.6666666666666666,0.8214285714285714,0.7359999999999999,VirBrant
Gut_Low_Exponential,0.9166666666666666,0.9166666666666666,0.9166666666666666,VirBrant
Soil_Medium_Uniform,0.734375,0.746031746031746,0.7401574803149606,VirBrant
Soil_Low_Exponential,0.8461538461538461,0.9166666666666666,0.8799999999999999,VirBrant
Soil_Medium_Zero,0.5774647887323944,0.7192982456140351,0.6406249999999999,VirBrant
Soil_Full_Uniform,0.7926829268292683,0.948905109489051,0.8637873754152824,VirBrant
Gut_Medium_Exponential,0.5842696629213483,0.8125,0.6797385620915032,VirBrant
Gut_Medium_Lognormal,0.7,0.7671232876712328,0.7320261437908496,VirBrant
Soil_Low_Halfnormal,0.8571428571428571,0.9230769230769231,0.888888888888889,VirBrant
Soil_Full_Lognormal,0.7272727272727273,0.916030534351145,0.8108108108108109,VirBrant
Soil_Medium_Halfnormal,0.48936170212765956,0.7666666666666667,0.5974025974025974,VirBrant
Soil_Low_Uniform,0.8571428571428571,0.9230769230769231,0.888888888888889,VirBrant
Gut_Medium_Exponential,0.5631067961165048,0.90625,0.6946107784431137,VirSorter2
Gut_Low_Lognormal,0.75,0.9230769230769231,0.8275862068965517,VirSorter2
Gut_Medium_Halfnormal,0.6509433962264151,0.8846153846153846,0.7499999999999999,VirSorter2
Soil_Low_Halfnormal,0.7058823529411765,0.9230769230769231,0.8000000000000002,VirSorter2
Gut_Medium_Uniform,0.6224489795918368,0.8714285714285714,0.7261904761904762,VirSorter2
Gut_Medium_Lognormal,0.6565656565656566,0.8904109589041096,0.7558139534883721,VirSorter2
Gut_Low_Zero,0.7058823529411765,0.9230769230769231,0.8000000000000002,VirSorter2
Gut_Low_Halfnormal,0.75,0.9230769230769231,0.8275862068965517,VirSorter2
Soil_Low_Lognormal,0.6190476190476191,1.0,0.7647058823529412,VirSorter2
Soil_Medium_Lognormal,0.6382978723404256,0.9090909090909091,0.75,VirSorter2
Gut_Low_Exponential,0.7333333333333333,0.9166666666666666,0.8148148148148148,VirSorter2
Soil_Low_Exponential,0.8,1.0,0.888888888888889,VirSorter2
Soil_Medium_Uniform,0.6436781609195402,0.8888888888888888,0.7466666666666666,VirSorter2
Soil_Low_Zero,0.7647058823529411,1.0,0.8666666666666666,VirSorter2
Gut_Full_Halfnormal,0.6776556776556777,0.9113300492610837,0.7773109243697479,VirSorter2
Soil_Full_Halfnormal,0.8012618296529969,0.9621212121212122,0.8743545611015491,VirSorter2
Gut_Full_Exponential,0.7241379310344828,0.9545454545454546,0.823529411764706,VirSorter2
Soil_Full_Uniform,0.8940397350993378,0.9854014598540146,0.9374999999999999,VirSorter2
Gut_Full_Zero,0.627906976744186,0.8756756756756757,0.7313769751693001,VirSorter2
Soil_Medium_Zero,0.726027397260274,0.9298245614035088,0.8153846153846154,VirSorter2
Gut_Full_Lognormal,0.7056962025316456,0.8544061302681992,0.7729636048526864,VirSorter2
Soil_Low_Uniform,0.7058823529411765,0.9230769230769231,0.8000000000000002,VirSorter2
Soil_Full_Exponential,0.6993670886075949,0.8947368421052632,0.7850799289520427,VirSorter2
Gut_Full_Uniform,0.6314102564102564,0.8565217391304348,0.7269372693726938,VirSorter2
Gut_Medium_Zero,0.5783132530120482,0.96,0.7218045112781953,VirSorter2
Soil_Medium_Halfnormal,0.5816326530612245,0.95,0.7215189873417721,VirSorter2
Soil_Medium_Exponential,0.6385542168674698,0.9464285714285714,0.762589928057554,VirSorter2
Soil_Full_Lognormal,0.8095238095238095,0.9732824427480916,0.8838821490467939,VirSorter2
Soil_Full_Zero,0.7526881720430108,0.9170305676855895,0.8267716535433072,VirSorter2
Gut_Low_Uniform,0.75,0.9230769230769231,0.8275862068965517,VirSorter2
Gut_Low_Halfnormal,0.47058823529411764,0.6153846153846154,0.5333333333333333,DeepVirFinder
Soil_Full_Halfnormal,0.9310344827586207,0.6136363636363636,0.7397260273972602,DeepVirFinder
Gut_Full_Zero,0.8861788617886179,0.5891891891891892,0.7077922077922079,DeepVirFinder
Gut_Low_Lognormal,0.4,0.6153846153846154,0.4848484848484849,DeepVirFinder
Gut_Low_Exponential,0.0,0.0,0.0,DeepVirFinder
Soil_Low_Zero,0.75,0.6923076923076923,0.7199999999999999,DeepVirFinder
Soil_Full_Uniform,0.9560439560439561,0.635036496350365,0.7631578947368421,DeepVirFinder
Soil_Medium_Halfnormal,0.7708333333333334,0.6166666666666667,0.6851851851851851,DeepVirFinder
Soil_Low_Halfnormal,0.6923076923076923,0.6923076923076923,0.6923076923076923,DeepVirFinder
Gut_Full_Exponential,0.8387096774193549,0.6565656565656566,0.7365439093484419,DeepVirFinder
Soil_Full_Zero,0.0,0.0,0.0,DeepVirFinder
Soil_Medium_Lognormal,0.851063829787234,0.6060606060606061,0.7079646017699115,DeepVirFinder
Gut_Low_Uniform,0.47058823529411764,0.6153846153846154,0.5333333333333333,DeepVirFinder
Gut_Medium_Exponential,0.576271186440678,0.53125,0.5528455284552846,DeepVirFinder
Gut_Medium_Halfnormal,0.573170731707317,0.6025641025641025,0.5874999999999999,DeepVirFinder
Gut_Full_Halfnormal,0.8666666666666667,0.6403940886699507,0.7365439093484419,DeepVirFinder
Soil_Low_Uniform,0.75,0.6923076923076923,0.7199999999999999,DeepVirFinder
Gut_Low_Zero,0.4444444444444444,0.6153846153846154,0.5161290322580646,DeepVirFinder
Soil_Low_Exponential,0.75,0.75,0.75,DeepVirFinder
Gut_Medium_Zero,0.5084745762711864,0.6,0.5504587155963302,DeepVirFinder
Gut_Full_Lognormal,0.8624338624338624,0.6245210727969349,0.7244444444444446,DeepVirFinder
Soil_Full_Exponential,0.0,0.0,0.0,DeepVirFinder
Gut_Medium_Lognormal,0.6190476190476191,0.5342465753424658,0.573529411764706,DeepVirFinder
Soil_Medium_Zero,0.8536585365853658,0.6140350877192983,0.7142857142857142,DeepVirFinder
Soil_Medium_Exponential,0.6190476190476191,0.6964285714285714,0.6554621848739496,DeepVirFinder
Gut_Full_Uniform,0.8874172185430463,0.5826086956521739,0.7034120734908137,DeepVirFinder
Soil_Low_Lognormal,0.9,0.6923076923076923,0.7826086956521738,VirFinder
Gut_Low_Exponential,1.0,0.5,0.6666666666666666,VirFinder
Gut_Medium_Uniform,1.0,0.5714285714285714,0.7272727272727273,VirFinder
Soil_Low_Uniform,0.9,0.6923076923076923,0.7826086956521738,VirFinder
Gut_Full_Exponential,0.9716312056737588,0.6919191919191919,0.8082595870206489,VirFinder
Gut_Low_Uniform,1.0,0.5384615384615384,0.7000000000000001,VirFinder
Soil_Full_Lognormal,0.9943502824858758,0.6717557251908397,0.8018223234624147,VirFinder
Gut_Full_Zero,0.9752066115702479,0.6378378378378379,0.7712418300653595,VirFinder
Gut_Low_Halfnormal,1.0,0.5384615384615384,0.7000000000000001,VirFinder
Soil_Low_Exponential,0.9,0.75,0.8181818181818182,VirFinder
Soil_Full_Zero,0.9659863945578231,0.6200873362445415,0.7553191489361702,VirFinder
Soil_Full_Exponential,0.9933333333333333,0.6032388663967612,0.7506297229219144,VirFinder
Gut_Low_Lognormal,1.0,0.5384615384615384,0.7000000000000001,VirFinder
Soil_Low_Zero,0.9,0.6923076923076923,0.7826086956521738,VirFinder
Soil_Full_Uniform,0.9947089947089947,0.6861313868613139,0.8120950323974082,VirFinder
Gut_Medium_Lognormal,1.0,0.6438356164383562,0.7833333333333334,VirFinder
Soil_Medium_Exponential,1.0,0.5892857142857143,0.7415730337078651,VirFinder
Gut_Medium_Halfnormal,0.9803921568627451,0.6410256410256411,0.7751937984496123,VirFinder
Gut_Full_Lognormal,0.9767441860465116,0.6436781609195402,0.7759815242494226,VirFinder
Gut_Full_Uniform,0.9493670886075949,0.6521739130434783,0.7731958762886597,VirFinder
Soil_Full_Halfnormal,0.9830508474576272,0.6590909090909091,0.7891156462585034,VirFinder
Soil_Medium_Uniform,1.0,0.5238095238095238,0.6875000000000001,VirFinder
Soil_Medium_Lognormal,1.0,0.5454545454545454,0.7058823529411764,VirFinder
Gut_Medium_Exponential,0.9761904761904762,0.640625,0.7735849056603773,VirFinder
Soil_Medium_Zero,1.0,0.543859649122807,0.7045454545454546,VirFinder
Gut_Medium_Zero,1.0,0.7,0.8235294117647058,VirFinder
Soil_Low_Halfnormal,0.9,0.6923076923076923,0.7826086956521738,VirFinder
Soil_Medium_Halfnormal,1.0,0.55,0.7096774193548387,VirFinder
Gut_Full_Halfnormal,0.9716312056737588,0.6748768472906403,0.7965116279069767,VirFinder
Gut_Low_Zero,1.0,0.5384615384615384,0.7000000000000001,VirFinder
Gut_Medium_Halfnormal,0.8548387096774194,0.6794871794871795,0.7571428571428572,Vibrant
Gut_Full_Lognormal,0.8528138528138528,0.7547892720306514,0.8008130081300813,Vibrant
Gut_Medium_Lognormal,0.8727272727272727,0.6575342465753424,0.7500000000000001,Vibrant
Soil_Medium_Exponential,0.8181818181818182,0.8035714285714286,0.8108108108108109,Vibrant
Soil_Medium_Uniform,0.9,0.7142857142857143,0.7964601769911505,Vibrant
Gut_Full_Uniform,0.7557603686635944,0.7130434782608696,0.7337807606263982,Vibrant
Soil_Full_Halfnormal,0.8046511627906977,0.6553030303030303,0.7223382045929019,Vibrant
Soil_Medium_Zero,0.8461538461538461,0.7719298245614035,0.8073394495412844,Vibrant
Soil_Medium_Lognormal,0.7692307692307693,0.7575757575757576,0.7633587786259541,Vibrant
Gut_Medium_Exponential,0.7586206896551724,0.6875,0.7213114754098361,Vibrant
Soil_Low_Halfnormal,1.0,1.0,1.0,Vibrant
Soil_Medium_Halfnormal,0.6984126984126984,0.7333333333333333,0.7154471544715446,Vibrant
Gut_Full_Halfnormal,0.8134715025906736,0.7733990147783252,0.7929292929292929,Vibrant
Gut_Low_Zero,0.9,0.6923076923076923,0.7826086956521738,Vibrant
Gut_Medium_Zero,0.8043478260869565,0.74,0.7708333333333333,Vibrant
Gut_Medium_Uniform,0.8775510204081632,0.6142857142857143,0.7226890756302522,Vibrant
Soil_Low_Uniform,1.0,1.0,1.0,Vibrant
Soil_Low_Lognormal,0.9166666666666666,0.8461538461538461,0.8799999999999999,Vibrant
Gut_Low_Exponential,0.8888888888888888,0.6666666666666666,0.761904761904762,Vibrant
Soil_Full_Lognormal,0.8495145631067961,0.6679389312977099,0.7478632478632479,Vibrant
Gut_Full_Exponential,0.6563573883161512,0.9646464646464646,0.7811860940695297,Vibrant
Gut_Low_Uniform,0.9,0.6923076923076923,0.7826086956521738,Vibrant
Soil_Low_Exponential,1.0,1.0,1.0,Vibrant
Gut_Full_Zero,0.8414634146341463,0.745945945945946,0.7908309455587392,Vibrant
Soil_Low_Zero,1.0,1.0,1.0,Vibrant
Soil_Full_Uniform,0.9132653061224489,0.6532846715328468,0.7617021276595746,Vibrant
Soil_Full_Zero,0.8470588235294118,0.62882096069869,0.7218045112781956,Vibrant
Soil_Full_Exponential,0.7914438502673797,0.5991902834008097,0.6820276497695853,Vibrant
Gut_Low_Lognormal,0.9,0.6923076923076923,0.7826086956521738,Vibrant
Gut_Full_Uniform,0.9921875,0.5852534562211982,0.736231884057971,Kraken2
Soil_Low_Lognormal,1.0,0.5384615384615384,0.7000000000000001,Kraken2
Gut_Low_Uniform,1.0,0.16666666666666666,0.2857142857142857,Kraken2
Gut_Medium_Lognormal,0.9772727272727273,0.5972222222222222,0.7413793103448277,Kraken2
Gut_Low_Zero,1.0,0.16666666666666666,0.2857142857142857,Kraken2
Gut_Medium_Uniform,1.0,0.5217391304347826,0.6857142857142856,Kraken2
Gut_Full_Zero,0.9897959183673469,0.5672514619883041,0.7211895910780669,Kraken2
Soil_Medium_Halfnormal,1.0,0.6363636363636364,0.7777777777777778,Kraken2
Soil_Full_Uniform,1.0,0.8690476190476191,0.9299363057324841,Kraken2
Soil_Medium_Lognormal,1.0,0.65,0.787878787878788,Kraken2
Soil_Full_Halfnormal,0.9950248756218906,0.8130081300813008,0.894854586129754,Kraken2
Soil_Full_Zero,0.9878048780487805,0.7570093457943925,0.8571428571428571,Kraken2
Soil_Low_Zero,1.0,0.5384615384615384,0.7000000000000001,Kraken2
Soil_Low_Exponential,1.0,0.5,0.6666666666666666,Kraken2
Gut_Full_Exponential,0.9923664122137404,0.6989247311827957,0.8201892744479496,Kraken2
Gut_Medium_Zero,0.9705882352941176,0.673469387755102,0.7951807228915663,Kraken2
Soil_Low_Halfnormal,1.0,0.5384615384615384,0.7000000000000001,Kraken2
Gut_Full_Halfnormal,0.9834710743801653,0.6329787234042553,0.7702265372168287,Kraken2
Soil_Medium_Exponential,1.0,0.6666666666666666,0.8,Kraken2
Soil_Full_Lognormal,0.9950980392156863,0.8353909465020576,0.9082774049217003,Kraken2
Gut_Full_Lognormal,0.9863945578231292,0.6041666666666666,0.7493540051679587,Kraken2
Soil_Full_Exponential,0.9936708860759493,0.7136363636363636,0.8306878306878307,Kraken2
Soil_Medium_Zero,1.0,0.6274509803921569,0.7710843373493976,Kraken2
Soil_Medium_Uniform,1.0,0.6271186440677966,0.7708333333333333,Kraken2
Soil_Low_Uniform,1.0,0.5384615384615384,0.7000000000000001,Kraken2
Gut_Medium_Exponential,0.975,0.6190476190476191,0.7572815533980581,Kraken2
Gut_Medium_Halfnormal,0.9787234042553191,0.5974025974025974,0.7419354838709679,Kraken2
Gut_Low_Exponential,1.0,0.18181818181818182,0.3076923076923077,Kraken2
Gut_Low_Halfnormal,1.0,0.16666666666666666,0.2857142857142857,Kraken2
Gut_Low_Lognormal,1.0,0.16666666666666666,0.2857142857142857,Kraken2
Soil_Low_Lognormal,0.8,0.9230769230769231,0.8571428571428571,VirSorter
Gut_Low_Exponential,0.7857142857142857,0.9166666666666666,0.8461538461538461,VirSorter
Gut_Medium_Uniform,0.8059701492537313,0.7714285714285715,0.7883211678832117,VirSorter
Soil_Low_Uniform,0.8571428571428571,0.9230769230769231,0.888888888888889,VirSorter
Gut_Full_Exponential,0.8536585365853658,0.8838383838383839,0.86848635235732,VirSorter
Gut_Low_Uniform,0.7857142857142857,0.8461538461538461,0.8148148148148148,VirSorter
Soil_Full_Lognormal,0.8812949640287769,0.9351145038167938,0.9074074074074073,VirSorter
Gut_Full_Zero,0.8268156424581006,0.8,0.8131868131868133,VirSorter
Gut_Low_Halfnormal,0.7857142857142857,0.8461538461538461,0.8148148148148148,VirSorter
Soil_Low_Exponential,0.8461538461538461,0.9166666666666666,0.8799999999999999,VirSorter
Soil_Full_Zero,0.8559322033898306,0.8820960698689956,0.8688172043010752,VirSorter
Soil_Full_Exponential,0.8502024291497976,0.8502024291497976,0.8502024291497976,VirSorter
Gut_Low_Lognormal,0.7857142857142857,0.8461538461538461,0.8148148148148148,VirSorter
Soil_Low_Zero,0.8571428571428571,0.9230769230769231,0.888888888888889,VirSorter
Soil_Full_Uniform,0.9527272727272728,0.9562043795620438,0.9544626593806922,VirSorter
Gut_Medium_Lognormal,0.8656716417910447,0.7945205479452054,0.8285714285714286,VirSorter
Soil_Medium_Exponential,0.78125,0.8928571428571429,0.8333333333333334,VirSorter
Gut_Medium_Halfnormal,0.8611111111111112,0.7948717948717948,0.8266666666666667,VirSorter
Gut_Full_Lognormal,0.8388429752066116,0.7777777777777778,0.8071570576540756,VirSorter
Gut_Full_Uniform,0.7782426778242678,0.808695652173913,0.7931769722814499,VirSorter
Soil_Full_Halfnormal,0.88,0.9166666666666666,0.8979591836734694,VirSorter
Soil_Medium_Uniform,0.7285714285714285,0.8095238095238095,0.7669172932330828,VirSorter
Soil_Medium_Lognormal,0.7222222222222222,0.7878787878787878,0.7536231884057971,VirSorter
Gut_Medium_Exponential,0.7605633802816901,0.84375,0.8,VirSorter
Soil_Medium_Zero,0.8518518518518519,0.8070175438596491,0.8288288288288288,VirSorter
Gut_Medium_Zero,0.7678571428571429,0.86,0.8113207547169812,VirSorter
Soil_Low_Halfnormal,0.8571428571428571,0.9230769230769231,0.888888888888889,VirSorter
Soil_Medium_Halfnormal,0.6944444444444444,0.8333333333333334,0.7575757575757577,VirSorter
Gut_Full_Halfnormal,0.7981651376146789,0.8571428571428571,0.8266033254156768,VirSorter
Gut_Low_Zero,0.7857142857142857,0.8461538461538461,0.8148148148148148,VirSorter
