name	len	score	pvalue
Bacteria_NZ_AP023189_29_length_68102_cov_29.515188	68102	0.1851416826248169	0.15208852632374045
Bacteria_NZ_AP023189_25_length_98577_cov_28.977609	98577	0.16340777277946472	0.15950978170556687
Bacteria_NZ_AP023189_21_length_116254_cov_28.607053	116254	0.2278192639350891	0.13817131203263086
Bacteria_NZ_AP023189_30_length_66658_cov_29.167875	66658	0.1713811159133911	0.1566961250849762
Bacteria_NZ_AP023189_17_length_161498_cov_29.669084	161498	0.43892377614974976	0.08654354558501397
Bacteria_NZ_AP023189_13_length_190509_cov_30.322487	190509	0.24965164065361023	0.13239292997960572
Bacteria_NZ_AP023189_26_length_90795_cov_30.412563	90795	0.13909095525741577	0.16989576251982777
Bacteria_NZ_AP023189_22_length_110901_cov_29.903037	110901	0.441420316696167	0.0858637359317169
Bacteria_NZ_AP023189_9_length_237199_cov_29.386664	237199	0.421913743019104	0.09147216557141778
Bacteria_NZ_AP023189_31_length_64358_cov_30.141346	64358	0.1796293705701828	0.15403353727622932
Bacteria_NZ_AP023189_27_length_86798_cov_30.465732	86798	0.0813436284661293	0.20246997507364606
Bacteria_NZ_AP023189_32_length_64308_cov_30.680108	64308	0.13202466070652008	0.17291713875670367
Bacteria_NZ_AP023189_18_length_151366_cov_29.038199	151366	0.2923734486103058	0.12134602311352821
Bacteria_NZ_AP023189_14_length_180762_cov_29.847875	180762	0.13833588361740112	0.1704056197598006
Bacteria_NZ_AP023189_5_length_323224_cov_29.458621	323224	0.4974495768547058	0.06528061031799985
Bacteria_NZ_AP023189_23_length_110766_cov_30.017668	110766	0.13559886813163757	0.17140645063826573
Bacteria_NZ_AP023189_28_length_81089_cov_28.713577	81089	0.16604235768318176	0.15843341642117983
Bacteria_NZ_AP023189_33_length_59547_cov_29.086415	59547	0.06761327385902405	0.21463101442707153
Bacteria_NZ_AP023189_37_length_42972_cov_29.511056	42972	0.059318967163562775	0.22377067754362112
Bacteria_NZ_AP023189_10_length_236446_cov_28.684844	236446	0.42756909132003784	0.08984817584409699
Bacteria_NZ_AP023189_24_length_101042_cov_29.658015	101042	0.1709149032831192	0.15690384470126142
Bacteria_NZ_AP023189_34_length_58816_cov_29.222188	58816	0.13796961307525635	0.1705378049701639
Prophage_NZ_AP023189_1_length_552821_cov_29.272126	552821	0.6105496883392334	0.041128484024473146
Bacteria_NZ_AP023189_19_length_139354_cov_29.123777	139354	0.17526251077651978	0.15531762217690157
Bacteria_NZ_AP023189_38_length_42703_cov_29.445132	42703	0.06361404061317444	0.21844550192612736
Bacteria_NZ_AP023189_41_length_39772_cov_28.892993	39772	0.062017977237701416	0.22052269808897954
Bacteria_NZ_AP023189_15_length_176268_cov_29.186632	176268	0.47423335909843445	0.07600649595890928
Bacteria_NZ_AP023189_35_length_54304_cov_29.504452	54304	0.1628810465335846	0.15983080293073496
Bacteria_NZ_AP023189_42_length_33721_cov_29.596447	33721	0.09952147305011749	0.18996903089357203
Bacteria_NZ_AP023189_39_length_41751_cov_30.730310	41751	0.0597529374063015	0.22312863509328498
Bacteria_NZ_AP023189_6_length_252838_cov_29.631348	252838	0.39535683393478394	0.0976471032555329
Bacteria_NZ_AP023189_36_length_50594_cov_29.353687	50594	0.2223135381937027	0.1397764181584712
Prophage_NZ_AP023189_43_length_32433_cov_29.700476	32433	0.08200342953205109	0.20201676863811466
Bacteria_NZ_AP023189_40_length_39774_cov_28.836602	39774	0.11448374390602112	0.18132034141551476
Prophage_NZ_AP023189_45_length_8405_cov_29.689461	8405	0.747788667678833	0.029326233099176674
Bacteria_NZ_AP023189_20_length_137567_cov_33.625145	137567	0.05578991770744324	0.2274529798323136
Bacteria_NZ_AP023189_44_length_24066_cov_29.357919	24066	0.02221285179257393	0.28774831935946826
Bacteria_NZ_AP023189_49_length_6554_cov_28.258040	6554	0.006228663958609104	0.37676561673842435
Prophage_NZ_AP023189_53_length_2864_cov_60.390174	2864	0.3163638412952423	0.11522773623385452
Prophage_NZ_AP023189_46_length_8348_cov_30.144339	8348	0.5626912713050842	0.04651031044640834
Bacteria_NZ_AP023189_57_length_1313_cov_139.198728	1313	0.9206439256668091	0.01629654807764937
Bacteria_NZ_AP023189_11_length_209685_cov_29.400153	209685	0.20396724343299866	0.14574363622630107
Bacteria_NZ_AP023189_50_length_5469_cov_116.619690	5469	0.056164488196372986	0.22711307500566508
Prophage_NZ_AP023189_58_length_1181_cov_40.263766	1181	0.8072186708450317	0.024699750736460458
Bacteria_NZ_AP023189_54_length_2605_cov_85.767059	2605	0.04813714325428009	0.23698919857995318
Prophage_NZ_AP023189_47_length_7751_cov_56.898259	7751	0.9786491394042969	0.009460684341717653
Bacteria_NZ_AP023189_16_length_170523_cov_30.941907	170523	0.18639087677001953	0.15167308709117003
Bacteria_NZ_AP023189_55_length_2369_cov_79.721694	2369	0.040471404790878296	0.24873479870080822
Prophage_NZ_AP023189_59_length_1181_cov_39.830373	1181	0.19860589504241943	0.14725432434473903
Bacteria_NZ_AP023189_51_length_5254_cov_26.149644	5254	0.04132481664419174	0.24722411058237026
Bacteria_NZ_AP023440_2_length_3214_cov_1.735043	3214	0.00021715465118177235	0.6103368834504117
Bacteria_NZ_AP023189_48_length_7469_cov_28.776909	7469	0.02866262197494507	0.27073419442556085
Prophage_NZ_AP023189_56_length_1833_cov_59.944319	1833	0.9796415567398071	0.009328499131354332
Bacteria_NZ_AP023189_52_length_4529_cov_61.382432	4529	0.0003812409413512796	0.5747224110582371
Bacteria_NZ_AP023440_1_length_4403_cov_4.811868	4403	0.11337998509407043	0.18186796585844853
Bacteria_NZ_AP023440_6_length_2751_cov_2.282641	2751	0.4329257607460022	0.08811088450789334
Bacteria_NZ_AP023440_3_length_2942_cov_2.189816	2942	0.008114414289593697	0.35873177732457134
Bacteria_NZ_AP023440_10_length_2387_cov_1.433105	2387	0.11507490277290344	0.18098043658886623
Bacteria_NZ_AP023440_7_length_2581_cov_1.517023	2581	0.3273828625679016	0.11307500566508044
Bacteria_NZ_AP023440_18_length_2207_cov_4.732342	2207	0.10413271188735962	0.1874008610922275
Bacteria_NZ_AP023440_14_length_2282_cov_1.612483	2282	6.68442080495879e-05	0.6827366115265503
Bacteria_NZ_AP023440_4_length_2810_cov_1.670780	2810	0.02035495825111866	0.29343228340509103
Bacteria_NZ_AP023440_11_length_2383_cov_1.794244	2383	0.47939127683639526	0.07421255381826422
